Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1973, 1977]	аэропорт лод	Q181479	аэропорт имени Бен-Гуриона	P138	названо в честь	Давид Бен-Гурион	0.0	0	1973-01-01	0	0
[1991, 1993]	аэропорт международный	Q131402	Мюнхен	P1619	дата официального открытия	0	0.0	1992-05-17	0	0	0
[1991, 1993]	аэропорт международный	Q131402	Мюнхен	P571	дата основания/создания/возникновения	0	0.0	1992-01-01	0	0	0
[1973, 1978]	аэропорт международный	Q483223	Кимхэ	P1619	дата официального открытия	0	0.0	1976-01-01	0	0	0
[1973, 1978]	аэропорт международный	Q483223	Кимхэ	P571	дата основания/создания/возникновения	0	0.0	1976-01-01	0	0	0
[1973, 1978]	аэропорт международный	Q2076613	Кетчикан	P571	дата основания/создания/возникновения	0	0.0	1973-01-04	0	0	0
[1964, 1966]	аэропорт международный	Q192733	Шереметьево	P571	дата основания/создания/возникновения	0	0.0	1964-01-01	0	0	0
[1964, 1966]	аэропорт международный	Q1432098	Мостар (аэропорт)	P1619	дата официального открытия	0	0.0	1965-01-01	0	0	0
[1980, 1981]	аэропорт международный	Q1431601	Емельяново (аэропорт)	P1619	дата официального открытия	0	0.0	1980-01-01	0	0	0
[1964, 1966]	аэропорт международный	Q639161	Мадейра	P1619	дата официального открытия	0	0.0	1964-07-08	0	0	0
[1973, 1978]	аэропорт международный	Q929859	Орландо	P1619	дата официального открытия	0	0.0	1976-01-01	0	0	0
[1964, 1966]	аэропорт международный	Q1142225	Эль-Альто	P571	дата основания/создания/возникновения	0	0.0	1965-01-01	0	0	0
[1973, 1978]	аэропорт международный	Q1148514	Бруней	P1619	дата официального открытия	0	0.0	1974-01-01	0	0	0
[1988, 1989]	аэропорт международный	Q847695	Каунас	P1619	дата официального открытия	0	0.0	1988-01-01	0	0	0
[2004, 2006]	аэропорт международный	Q679345	Международный аэропорт Тюбу	P1619	дата официального открытия	0	0.0	2005-01-01	0	0	0
[1995, 1996]	аэропорт международный	Q330015	Денвер	P1619	дата официального открытия	0	0.0	1995-02-28	0	0	0
[1973, 1978]	аэропорт международный	Q459096	Даллас/Форт-Уэрт	P571	дата основания/создания/возникновения	0	0.0	1974-01-01	0	0	0
[1991, 1993]	аэропорт международный	Q842297	Шэньчжэнь Баоань	P1619	дата официального открытия	0	0.0	1991-10-12	0	0	0
[1973, 1978]	аэропорт международный	Q459096	Даллас/Форт-Уэрт	P1619	дата официального открытия	0	0.0	1974-01-13	0	0	0
[1973, 1978]	аэропорт международный	Q1431229	Донецк	P571	дата основания/создания/возникновения	0	0.0	1973-01-01	0	0	0
[1973, 1978]	аэропорт международный	Q505421	Рига	P571	дата основания/создания/возникновения	0	0.0	1974-01-01	0	0	0
[1973, 1978]	аэропорт международный	Q505421	Рига	P1619	дата официального открытия	0	0.0	1974-01-01	0	0	0
[1964, 1966]	аэропорт международный	Q532778	Душанбе	P1619	дата официального открытия	0	0.0	1964-01-01	0	0	0
[1980, 1981]	аэропорт международный	Q573524	Увда	P1619	дата официального открытия	0	0.0	1980-01-01	0	0	0
[2004, 2006]	аэропорт международный	Q679345	Международный аэропорт Тюбу	P571	дата основания/создания/возникновения	0	0.0	2005-01-01	0	0	0
[1964, 1966]	аэропорт международный	Q1187633	Рота	P571	дата основания/создания/возникновения	0	0.0	1964-01-06	0	0	0
[1973, 1978]	аэропорт международный	Q1430945	Баня-Лука (аэропорт)	P1619	дата официального открытия	0	0.0	1976-01-01	0	0	0
[1964, 1966]	аэропорт международный	Q844098	Ханой	P1619	дата официального открытия	0	0.0	1965-01-01	0	0	0
[2004, 2006]	аэропорт международный	Q44868	Гуанчжоу Байюнь	P1619	дата официального открытия	0	0.0	2004-08-05	0	0	0
[1964, 1966]	аэропорт международный	Q643783	Слатина	P1619	дата официального открытия	0	0.0	1965-01-01	0	0	0
[1972, 1981]	аэропорт нарит	Q36454	Нарита	P1619	дата официального открытия	0	0.0	1978-05-20	0	0	0
[1960, 1965]	аэропорт шереметьево	Q192733	Шереметьево	P571	дата основания/создания/возникновения	0	0.0	1964-01-01	0	0	0
[1980, 1988]	аэс пакша	Q1188635	АЭС Пакш	P729	дата принятия в эксплуатацию	0	0.0	1982-12-28	0	0	0
[1992, 1997]	яэль даян	Q268262	Яэль Даян	P39	занимаемая должность	депутат кнессета	0.0	0	1992-07-13	2003-02-17	0
